country,year,life-expectancy
Vanuatu,1987,61.91463415
World,1987,64.75974377
Samoa,1987,63.48097561
Yemen,1987,56.35673171
South Africa,1987,60.95802439
Zambia,1987,46.93636585
Zimbabwe,1987,61.75380488
Aruba,1988,73.2962439
Afghanistan,1988,48.16973171
Angola,1988,41.03770732
Albania,1988,71.95329268
Arab World,1988,63.43377026
United Arab Emirates,1988,71.10482927
Argentina,1988,71.14590244
Armenia,1988,68.18209756
Antigua and Barbuda,1988,70.67973171
Australia,1988,76.43268293
Austria,1988,75.21707317
Azerbaijan,1988,65.36914634
Burundi,1988,48.62641463
Belgium,1988,75.56585366
Benin,1988,52.09673171
Burkina Faso,1988,49.46290244
Bangladesh,1988,57.23487805
Bulgaria,1988,71.60439024
Bahrain,1988,72.10570732
Bahamas,1988,70.24965854
Bosnia and Herzegovina,1988,71.3182439
Belarus,1988,71.34146342
Belize,1988,71.46560976
Bolivia,1988,54.03526829
Brazil,1988,64.59821951
Barbados,1988,70.69668293
Brunei Darussalam,1988,72.55048781
Bhutan,1988,50.89848781
Botswana,1988,62.94563415
Central African Republic,1988,49.5482439
Canada,1988,76.80926829
Central Europe and the Baltics,1988,70.86171838
Switzerland,1988,77.22658537
Channel Islands,1988,74.98546342
Chile,1988,71.7732439
China,1988,68.72543902
Cote d'Ivoire,1988,52.91819512
Cameroon,1988,53.38978049
Democratic Republic of the Congo,1988,48.45158537
Republic of the Congo,1988,55.82946342
Colombia,1988,68.05473171
Comoros,1988,55.58092683
Cabo Verde,1988,64.80153659
Costa Rica,1988,75.26287805
Caribbean small states,1988,69.44272822
Cuba,1988,74.61804878
Cyprus,1988,76.19107317
Czech Republic,1988,71.64146342
Germany,1988,74.77895122
Djibouti,1988,56.25592683
Denmark,1988,74.77170732
Dominican Republic,1988,66.88856098
Algeria,1988,65.98943902
East Asia & Pacific (excluding high income),1988,67.51240713
Early-demographic dividend,1988,59.75946087
East Asia & Pacific,1988,68.54496537
Europe & Central Asia (excluding high income),1988,68.47898929
Europe & Central Asia,1988,72.01879428
Ecuador,1988,67.91321951
Egypt,1988,63.64056098
Euro area,1988,75.53057058
Eritrea,1988,46.80314634
Spain,1988,76.74707317
Estonia,1988,70.69756098
Ethiopia,1988,46.19212195
European Union,1988,74.5748103
Fragile and conflict affected situations,1988,53.9539668
Finland,1988,74.57707317
Fiji,1988,65.11134146
France,1988,76.1
Micronesia,1988,65.97258537
Gabon,1988,60.76978049
United Kingdom,1988,75.38048781
Georgia,1988,70.03534146
Guinea,1988,48.32931707
Gambia,1988,51.54846342
Guinea-Bissau,1988,48.37273171
Equatorial Guinea,1988,47.44921951
Greece,1988,75.90065854
Grenada,1988,68.09748781
Guatemala,1988,61.16987805
Guam,1988,71.56458537
Guyana,1988,63.30514634
High income,1988,75.00991391
Hong Kong,1988,77.08292683
Honduras,1988,65.64529268
Heavily indebted poor countries (HIPC),1988,49.39506618
Croatia,1988,71.48829268
Haiti,1988,53.84295122
Hungary,1988,70.02341463
IBRD only,1988,64.82188354
IDA & IBRD total,1988,62.62718894
IDA total,1988,53.42344652
IDA blend,1988,55.36250315
Indonesia,1988,62.56348781
IDA only,1988,52.44440405
India,1988,57.03112195
Ireland,1988,74.28643902
Iran,1988,60.76182927
Iraq,1988,64.67641463
Iceland,1988,77.08292683
Italy,1988,76.37073171
Jamaica,1988,72.0837561
Jordan,1988,69.36680488
Japan,1988,78.39926829
Kazakhstan,1988,68.84878049
Kenya,1988,59.44968293
Kyrgyz Republic,1988,65.85858537
Cambodia,1988,52.89519512
Kiribati,1988,59.37048781
Korea,1988,70.33926829
Kuwait,1988,71.93331707
Latin America & Caribbean (excluding high income),1988,66.82170916
Lao PDR,1988,52.54053659
Lebanon,1988,69.65329268
Liberia,1988,47.2117561
Libya,1988,67.89873171
St. Lucia,1988,70.82560976
Latin America & Caribbean,1988,67.08050141
Least developed countries: UN classification,1988,51.12341875
Low income,1988,49.5615535
Sri Lanka,1988,69.40317073
Lower middle income,1988,58.85551695
Low & middle income,1988,62.55873961
Lesotho,1988,58.08695122
Late-demographic dividend,1988,68.5842455
Lithuania,1988,71.76219512
Luxembourg,1988,74.48034146
Latvia,1988,70.61536585
Macao,1988,74.75739024
Morocco,1988,63.48336585
Moldova,1988,67.25568293
Madagascar,1988,50.18497561
Maldives,1988,59.7717561
Middle East & North Africa,1988,64.28968157
Mexico,1988,70.00648781
Middle income,1988,63.61262107
Macedonia,1988,70.69763415
Mali,1988,45.45907317
Malta,1988,74.74290244
Myanmar,1988,57.97302439
Middle East & North Africa (excluding high income),1988,63.6041898
Montenegro,1988,74.16390244
Mongolia,1988,59.64904878
Mozambique,1988,42.48163415
Mauritania,1988,57.86490244
Mauritius,1988,68.86302439
Malawi,1988,44.28114634
Malaysia,1988,70.27573171
North America,1988,74.96835495
Namibia,1988,60.83687805
New Caledonia,1988,69.45365854
Niger,1988,42.96207317
Nigeria,1988,46.203
Nicaragua,1988,62.61990244
Netherlands,1988,76.8902439
Norway,1988,76.22048781
Nepal,1988,52.50002439
New Zealand,1988,74.42439024
OECD members,1988,74.21751944
Oman,1988,66.03309756
Other small states,1988,62.00921672
Pakistan,1988,59.52648781
Panama,1988,72.57717073
Peru,1988,64.53217073
Philippines,1988,64.79163415
Papua New Guinea,1988,55.20280488
Poland,1988,71.33170732
Pre-demographic dividend,1988,49.26528938
Puerto Rico,1988,74.39358537
People's Democratic Republic of Korea,1988,68.65768293
Portugal,1988,73.71463415
Paraguay,1988,67.6832439
Pacific island small states,1988,63.14740224
Post-demographic dividend,1988,75.08383278
French Polynesia,1988,68.30734146
Qatar,1988,74.75204878
Romania,1988,69.38804878
Russian Federation,1988,69.46439024
Rwanda,1988,42.54792683
South Asia,1988,57.30170873
Saudi Arabia,1988,68.24965854
Sudan,1988,55.18968293
Senegal,1988,56.26790244
Singapore,1988,74.69756098
Solomon Islands,1988,56.27729268
Sierra Leone,1988,38.69407317
El Salvador,1988,62.07146342
Somalia,1988,45.92517073
Sub-Saharan Africa (excluding high income),1988,49.87903638
South Sudan,1988,42.14404878
Sub-Saharan Africa,1988,49.87903638
Small states,1988,63.89219549
Sao Tome and Principe,1988,61.43295122
Suriname,1988,67.33048781
Slovak Republic,1988,71.20780488
Slovenia,1988,72.44634146
Sweden,1988,76.97926829
Swaziland,1988,58.83204878
Syrian Arab Republic,1988,69.47092683
Chad,1988,46.66360976
East Asia & Pacific (IDA & IBRD countries),1988,67.49766393
Europe & Central Asia (IDA & IBRD countries),1988,68.73937254
Togo,1988,55.55180488
Thailand,1988,69.7275122
Tajikistan,1988,63.27636585
Turkmenistan,1988,62.64292683
Latin America & the Caribbean (IDA & IBRD countries),1988,66.82278251
Timor-Leste,1988,46.79234146
Middle East & North Africa (IDA & IBRD countries),1988,63.6041898
Tonga,1988,69.31519512
South Asia (IDA & IBRD),1988,57.30170873
Sub-Saharan Africa (IDA & IBRD countries),1988,49.87903638
Trinidad and Tobago,1988,67.83712195
Tunisia,1988,67.60790244
Turkey,1988,63.29453659
Tanzania,1988,50.58007317
Uganda,1988,46.09312195
Ukraine,1988,70.49756098
Upper middle income,1988,68.05690269
Uruguay,1988,72.18490244
United States,1988,74.76585366
Uzbekistan,1988,66.96834146
St. Vincent and the Grenadines,1988,69.68463415
Venezuela,1988,69.56031707
Virgin Islands (U.S.),1988,74.12629268
Vietnam,1988,69.8225122
Vanuatu,1988,62.3317561
World,1988,64.96494035
Samoa,1988,63.99895122
Yemen,1988,56.89634146
South Africa,1988,61.42380488
Zambia,1988,46.01068293
Zimbabwe,1988,61.32263415
Aruba,1989,73.34448781
Afghanistan,1989,49.03112195
Angola,1989,41.08765854
Albania,1989,71.97858537
Arab World,1989,63.87672963
United Arab Emirates,1989,71.418
Argentina,1989,71.33753659
Armenia,1989,67.8995122
Antigua and Barbuda,1989,70.92282927
Australia,1989,76.71365854
Austria,1989,75.26585366
Azerbaijan,1989,65.08926829
Burundi,1989,48.32348781
Belgium,1989,75.63268293
Benin,1989,52.79346342
Burkina Faso,1989,49.41987805
Bangladesh,1989,57.81565854
Bulgaria,1989,71.72243902
Bahrain,1989,72.30797561
Bahamas,1989,70.44778049
Bosnia and Herzegovina,1989,71.06565854
Belarus,1989,71.48292683
Belize,1989,71.41848781
Bolivia,1989,54.56904878
Brazil,1989,64.96119512
Barbados,1989,70.93658537
Brunei Darussalam,1989,72.80334146
Bhutan,1989,51.67568293
Botswana,1989,62.86368293
Central African Republic,1989,49.31229268
Canada,1989,77.06560976
Central Europe and the Baltics,1989,70.73196965
Switzerland,1989,77.42121951
Channel Islands,1989,75.19858537
Chile,1989,72.2292439
China,1989,68.88029268
Cote d'Ivoire,1989,52.82743902
Cameroon,1989,53.50995122
Democratic Republic of the Congo,1989,48.73702439
Republic of the Congo,1989,55.46385366
Colombia,1989,68.17097561
Comoros,1989,56.1305122
Cabo Verde,1989,65.1865122
Costa Rica,1989,75.46848781
Caribbean small states,1989,69.50654566
Cuba,1989,74.62309756
Cyprus,1989,76.35402439
Czech Republic,1989,71.67560976
Germany,1989,74.98268293
Djibouti,1989,56.47360976
Denmark,1989,74.7997561
Dominican Republic,1989,67.43270732
Algeria,1989,66.38204878
East Asia & Pacific (excluding high income),1989,67.71338536
Early-demographic dividend,1989,60.18483892
East Asia & Pacific,1989,68.75924935
Europe & Central Asia (excluding high income),1989,68.42836316
Europe & Central Asia,1989,72.07590978
Ecuador,1989,68.46834146
Egypt,1989,64.12080488
Euro area,1989,75.75192007
Eritrea,1989,47.49802439
Spain,1989,76.81365854
Estonia,1989,70.03902439
Ethiopia,1989,46.66631707
European Union,1989,74.73775977
Fragile and conflict affected situations,1989,54.2393799
Finland,1989,74.79219512
Fiji,1989,65.34385366
France,1989,76.34878049
Micronesia,1989,66.08458537
Gabon,1989,61.07036585
United Kingdom,1989,75.58292683
Georgia,1989,70.03246342
Guinea,1989,49.17819512
Gambia,1989,51.91046342
Guinea-Bissau,1989,48.72292683
Equatorial Guinea,1989,47.80414634
Greece,1989,76.68780488
Grenada,1989,68.2897561
Guatemala,1989,61.70465854
Guam,1989,71.80409756
Guyana,1989,63.40936585
High income,1989,75.2582386
Hong Kong,1989,77.02926829
Honduras,1989,66.19443902
Heavily indebted poor countries (HIPC),1989,49.48966201
Croatia,1989,71.84463415
Haiti,1989,54.21368293
Hungary,1989,69.46170732
IBRD only,1989,65.08778121
IDA & IBRD total,1989,62.86232358
IDA total,1989,53.61973625
IDA blend,1989,55.41914366
Indonesia,1989,62.90863415
IDA only,1989,52.71006724
India,1989,57.47304878
Ireland,1989,74.51560976
Iran,1989,62.40190244
Iraq,1989,65.53119512
Iceland,1989,78.14097561
Italy,1989,76.8195122
Jamaica,1989,72.04892683
Jordan,1989,69.65736585
Japan,1989,78.81804878
Kazakhstan,1989,68.2902439
Kenya,1989,59.19517073
Kyrgyz Republic,1989,67.90731707
Cambodia,1989,53.20868293
Kiribati,1989,59.85834146
Korea,1989,70.8595122
Kuwait,1989,72.11773171
Latin America & Caribbean (excluding high income),1989,67.16319402
Lao PDR,1989,53.04887805
Lebanon,1989,69.92919512
Liberia,1989,47.15943902
Libya,1989,68.26956098
St. Lucia,1989,70.94073171
Latin America & Caribbean,1989,67.41834692
Least developed countries: UN classification,1989,51.36646862
Low income,1989,49.67555381
Sri Lanka,1989,69.53434146
Lower middle income,1989,59.20104296
Low & middle income,1989,62.79936959
Lesotho,1989,58.76753659
Late-demographic dividend,1989,68.72442049
Lithuania,1989,71.42536585
Luxembourg,1989,74.75241463
Latvia,1989,70.15536585
Macao,1989,75.01968293
Morocco,1989,64.10478049
Moldova,1989,67.42329268
Madagascar,1989,50.53604878
Maldives,1989,60.58734146
Middle East & North Africa,1989,65.06116866
Mexico,1989,70.40158537
Middle income,1989,63.87154574
Macedonia,1989,70.942
Mali,1989,46.00126829
Malta,1989,74.96034146
Myanmar,1989,58.33585366
Middle East & North Africa (excluding high income),1989,64.38540866
Montenegro,1989,74.31797561
Mongolia,1989,59.98817073
Mozambique,1989,42.78182927
Mauritania,1989,58.12419512
Mauritius,1989,69.12402439
Malawi,1989,44.00629268
Malaysia,1989,70.52009756
North America,1989,75.22162201
Namibia,1989,61.07253659
New Caledonia,1989,69.08536585
Niger,1989,43.43453659
Nigeria,1989,46.14982927
Nicaragua,1989,63.37048781
Netherlands,1989,76.73414634
Norway,1989,76.50048781
Nepal,1989,53.33968293
New Zealand,1989,74.82439024
OECD members,1989,74.48633548
Oman,1989,66.66414634
Other small states,1989,62.21228704
Pakistan,1989,59.82129268
Panama,1989,72.81573171
Peru,1989,65.0347561
Philippines,1989,65.05936585
Papua New Guinea,1989,55.42202439
Poland,1989,71.04390244
Pre-demographic dividend,1989,49.35433156
Puerto Rico,1989,74.29895122
People's Democratic Republic of Korea,1989,69.07348781
Portugal,1989,74.26585366
Paraguay,1989,67.84217073
Pacific island small states,1989,63.36569117
Post-demographic dividend,1989,75.33561138
French Polynesia,1989,68.56173171
Qatar,1989,74.93882927
Romania,1989,69.53073171
Russian Federation,1989,69.17170732
Rwanda,1989,38.04180488
South Asia,1989,57.74989558
Saudi Arabia,1989,68.7212439
Sudan,1989,55.34739024
Senegal,1989,56.80090244
Singapore,1989,74.94634146
Solomon Islands,1989,56.37773171
Sierra Leone,1989,38.01858537
El Salvador,1989,63.05641463
Somalia,1989,45.64626829
Sub-Saharan Africa (excluding high income),1989,49.90973304
South Sudan,1989,42.81963415
Sub-Saharan Africa,1989,49.90973304
Small states,1989,64.03852411
Sao Tome and Principe,1989,61.6042439
Suriname,1989,67.41785366
Slovak Republic,1989,71.02634146
Slovenia,1989,72.70487805
Sweden,1989,77.72682927
Swaziland,1989,59.16863415
Syrian Arab Republic,1989,69.7997561
Chad,1989,46.80656098
East Asia & Pacific (IDA & IBRD countries),1989,67.69591881
Europe & Central Asia (IDA & IBRD countries),1989,68.66589426
Togo,1989,55.7442439
Thailand,1989,70.05241463
Tajikistan,1989,63.09587805
Turkmenistan,1989,62.67043902
Latin America & the Caribbean (IDA & IBRD countries),1989,67.17506864
Timor-Leste,1989,47.65646342
Middle East & North Africa (IDA & IBRD countries),1989,64.38540866
Tonga,1989,69.45768293
South Asia (IDA & IBRD),1989,57.74989558
Sub-Saharan Africa (IDA & IBRD countries),1989,49.90973304
Trinidad and Tobago,1989,67.93119512
Tunisia,1989,68.21007317
Turkey,1989,63.79031707
Tanzania,1989,50.30412195
Uganda,1989,45.55558537
Ukraine,1989,70.53902439
Upper middle income,1989,68.26311292
Uruguay,1989,72.36419512
United States,1989,75.01707317
Uzbekistan,1989,66.85190244
St. Vincent and the Grenadines,1989,69.89002439
Venezuela,1989,69.68717073
Virgin Islands (U.S.),1989,74.46443902
Vietnam,1989,70.12419512
Vanuatu,1989,62.75802439
World,1989,65.18337822
Samoa,1989,64.51941463
Yemen,1989,57.363
South Africa,1989,61.82043902
Zambia,1989,45.12373171
Zimbabwe,1989,60.61287805
Aruba,1990,73.38997561
Afghanistan,1990,49.86104878
Angola,1990,41.13834146
Albania,1990,71.95731707
Arab World,1990,64.30493971
United Arab Emirates,1990,71.72014634
Argentina,1990,71.54365854
Armenia,1990,67.74780488
Antigua and Barbuda,1990,71.16295122
Australia,1990,76.99463415
Austria,1990,75.56829268
Azerbaijan,1990,64.74636585
Burundi,1990,48.00012195
Belgium,1990,76.05195122
Benin,1990,53.42
Burkina Faso,1990,49.36560976
Bangladesh,1990,58.41756098
Bulgaria,1990,71.64146342
Bahrain,1990,72.5072439
Bahamas,1990,70.63065854
Bosnia and Herzegovina,1990,70.78321951
Belarus,1990,70.83658537
Belize,1990,71.28373171
Bolivia,1990,55.10729268
Brazil,1990,65.34031707
Barbados,1990,71.17195122
Brunei Darussalam,1990,73.05119512
Bhutan,1990,52.46231707
Botswana,1990,62.55658537
Central African Republic,1990,49.01756098
Canada,1990,77.37707317
Central Europe and the Baltics,1990,70.65636732
Switzerland,1990,77.24243902
Channel Islands,1990,75.4182439
Chile,1990,72.67878049
China,1990,69.0305122
Cote d'Ivoire,1990,52.60692683
Cameroon,1990,53.59126829
Democratic Republic of the Congo,1990,48.99297561
Republic of the Congo,1990,55.02897561
Colombia,1990,68.29719512
Comoros,1990,56.65360976
Cabo Verde,1990,65.5705122
Costa Rica,1990,75.65868293
Caribbean small states,1990,69.56526209
Cuba,1990,74.64380488
Cyprus,1990,76.51395122
Czech Republic,1990,71.38390244
Germany,1990,75.17736585
Djibouti,1990,56.66317073
Denmark,1990,74.80536585
Dominican Republic,1990,67.95041463
Algeria,1990,66.69458537
East Asia & Pacific (excluding high income),1990,67.9022824
Early-demographic dividend,1990,60.61457126
East Asia & Pacific,1990,68.93633036
Europe & Central Asia (excluding high income),1990,68.29913546
Europe & Central Asia,1990,72.07258344
Ecuador,1990,68.99536585
Egypt,1990,64.54907317
Euro area,1990,75.89687835
Eritrea,1990,48.23595122
Spain,1990,76.83756098
Estonia,1990,69.47560976
Ethiopia,1990,47.09956098
European Union,1990,74.85930985
Fragile and conflict affected situations,1990,54.58205764
Finland,1990,74.81317073
Fiji,1990,65.57085366
France,1990,76.6
Micronesia,1990,66.19758537
Gabon,1990,61.24014634
United Kingdom,1990,75.88048781
Georgia,1990,69.99960976
Guinea,1990,49.91885366
Gambia,1990,52.214
Guinea-Bissau,1990,49.07631707
Equatorial Guinea,1990,48.18953659
Greece,1990,76.93902439
Grenada,1990,68.47502439
Guatemala,1990,62.23841463
Guam,1990,72.04409756
Guyana,1990,63.52317073
High income,1990,75.41486691
Hong Kong,1990,77.38048781
Honduras,1990,66.68904878
Heavily indebted poor countries (HIPC),1990,49.57242726
Croatia,1990,72.17048781
Haiti,1990,54.56931707
Hungary,1990,69.31560976
IBRD only,1990,65.34674287
IDA & IBRD total,1990,63.08553401
IDA total,1990,53.79207148
IDA blend,1990,55.44829291
Indonesia,1990,63.25990244
IDA only,1990,52.95438236
India,1990,57.94373171
Ireland,1990,74.74131707
Iran,1990,63.88287805
Iraq,1990,66.24034146
Iceland,1990,78.03634146
Italy,1990,76.97073171
Jamaica,1990,72.01597561
Jordan,1990,69.92085366
Japan,1990,78.83682927
Kazakhstan,1990,68.33658537
Kenya,1990,58.80204878
Kyrgyz Republic,1990,68.29756098
Cambodia,1990,53.51007317
Kiribati,1990,60.35082927
Korea,1990,71.2997561
Kuwait,1990,72.28156098
Latin America & Caribbean (excluding high income),1990,67.51078158
Lao PDR,1990,53.55207317
Lebanon,1990,70.22114634
Liberia,1990,47.20243902
Libya,1990,68.62990244
St. Lucia,1990,71.04943902
Latin America & Caribbean,1990,67.76167365
Least developed countries: UN classification,1990,51.60722879
Low income,1990,49.76474709
Sri Lanka,1990,69.67948781
Lower middle income,1990,59.54347525
Low & middle income,1990,63.02826559
Lesotho,1990,59.33109756
Late-demographic dividend,1990,68.86229288
Lithuania,1990,71.16073171
Luxembourg,1990,75.01041463
Latvia,1990,69.27317073
Macao,1990,75.27697561
Morocco,1990,64.68048781
Moldova,1990,67.46565854
Madagascar,1990,51.00809756
Maldives,1990,61.4185122
Middle East & North Africa,1990,65.74914624
Mexico,1990,70.79573171
Middle income,1990,64.12090413
Macedonia,1990,71.14763415
Mali,1990,46.46470732
Malta,1990,75.17578049
Myanmar,1990,58.69417073
Middle East & North Africa (excluding high income),1990,65.11234374
Montenegro,1990,74.44336585
Mongolia,1990,60.2677561
Mozambique,1990,43.12590244
Mauritania,1990,58.35880488
Mauritius,1990,69.40487805
Malawi,1990,43.76602439
Malaysia,1990,70.75748781
North America,1990,75.43126468
Namibia,1990,61.22495122
New Caledonia,1990,70.48536585
Niger,1990,43.95119512
Nigeria,1990,46.11026829
Nicaragua,1990,64.135
Netherlands,1990,76.87804878
Norway,1990,76.53731707
Nepal,1990,54.19473171
New Zealand,1990,75.37804878
OECD members,1990,74.66622834
Oman,1990,67.26773171
Other small states,1990,62.35545616
Pakistan,1990,60.11121951
Panama,1990,73.0462439
Peru,1990,65.53043902
Philippines,1990,65.28807317
Papua New Guinea,1990,55.70934146
Poland,1990,70.8902439
Pre-demographic dividend,1990,49.42448201
Puerto Rico,1990,74.16917073
People's Democratic Republic of Korea,1990,69.34431707
Portugal,1990,73.96585366
Paraguay,1990,68.01260976
Pacific island small states,1990,63.67857241
Post-demographic dividend,1990,75.46073696
French Polynesia,1990,68.82860976
Qatar,1990,75.11607317
Romania,1990,69.74121951
Russian Federation,1990,68.88609756
Rwanda,1990,33.48512195
South Asia,1990,58.21971763
Saudi Arabia,1990,69.16702439
Sudan,1990,55.51446342
Senegal,1990,57.18309756
Singapore,1990,75.29512195
Solomon Islands,1990,56.7047561
Sierra Leone,1990,37.35341463
El Salvador,1990,63.988
Somalia,1990,45.38934146
Sub-Saharan Africa (excluding high income),1990,49.91490284
South Sudan,1990,43.5187561
Sub-Saharan Africa,1990,49.91490284
Small states,1990,64.15242541
Sao Tome and Principe,1990,61.77143902
Suriname,1990,67.50187805
Slovak Republic,1990,70.93268293
Slovenia,1990,73.20487805
Sweden,1990,77.53682927
Swaziland,1990,59.34519512
Syrian Arab Republic,1990,70.10626829
Chad,1990,46.92436585
East Asia & Pacific (IDA & IBRD countries),1990,67.88379521
Europe & Central Asia (IDA & IBRD countries),1990,68.53384334
Togo,1990,55.84843902
Thailand,1990,70.23060976
Tajikistan,1990,62.86478049
Turkmenistan,1990,62.67414634
Latin America & the Caribbean (IDA & IBRD countries),1990,67.53279079
Timor-Leste,1990,48.48473171
Middle East & North Africa (IDA & IBRD countries),1990,65.08659585
Tonga,1990,69.58231707
South Asia (IDA & IBRD),1990,58.21971763
Sub-Saharan Africa (IDA & IBRD countries),1990,49.91490284
Trinidad and Tobago,1990,68.02290244
Tunisia,1990,68.82709756
Turkey,1990,64.28234146
Tanzania,1990,49.97756098
Uganda,1990,45.05626829
Ukraine,1990,70.13658537
Upper middle income,1990,68.45879836
Uruguay,1990,72.53953659
United States,1990,75.21463415
Uzbekistan,1990,66.68417073
St. Vincent and the Grenadines,1990,70.07665854
Venezuela,1990,69.82860976
Virgin Islands (U.S.),1990,74.788
Vietnam,1990,70.41819512
Vanuatu,1990,63.19685366
World,1990,65.37633717
Samoa,1990,65.04041463
Yemen,1990,57.76419512
South Africa,1990,62.12007317
Zambia,1990,44.31246342
Zimbabwe,1990,59.58307317
Aruba,1991,73.43312195
Afghanistan,1991,50.64097561
Angola,1991,41.20634146
Albania,1991,71.91841463
Arab World,1991,64.66871583
United Arab Emirates,1991,72.01229268
Argentina,1991,71.76329268
Armenia,1991,67.73829268
Antigua and Barbuda,1991,71.40058537
Australia,1991,77.27560976
Austria,1991,75.61707317
Azerbaijan,1991,64.42414634
Burundi,1991,47.76521951
Belgium,1991,76.19219512
Benin,1991,53.93570732
Burkina Faso,1991,49.31646342
Bangladesh,1991,59.05026829
Bulgaria,1991,71.56097561
Bahrain,1991,72.7095122
Bahamas,1991,70.79180488
Bosnia and Herzegovina,1991,70.57280488
Belarus,1991,70.37804878
Belize,1991,71.05441463
Bolivia,1991,55.65002439
Brazil,1991,65.74268293
Barbados,1991,71.40334146
Brunei Darussalam,1991,73.29504878
Bhutan,1991,53.25192683
Botswana,1991,61.9245122
Central African Republic,1991,48.66407317
Canada,1991,77.55341463
Central Europe and the Baltics,1991,70.57260774
Switzerland,1991,77.51463415
Channel Islands,1991,75.63692683
Chile,1991,73.12134146
China,1991,69.18209756
Cote d'Ivoire,1991,52.23273171
Cameroon,1991,53.62426829
Democratic Republic of the Congo,1991,49.17492683
Republic of the Congo,1991,54.52239024
Colombia,1991,68.45131707
Comoros,1991,57.14521951
Cabo Verde,1991,65.9635122
Costa Rica,1991,75.84192683
Caribbean small states,1991,69.61828945
Cuba,1991,74.70056098
Cyprus,1991,76.67139024
Czech Republic,1991,71.89829268
Germany,1991,75.3195122
Djibouti,1991,56.81614634
Denmark,1991,75.15780488
Dominican Republic,1991,68.42221951
Algeria,1991,66.95873171
East Asia & Pacific (excluding high income),1991,68.0828729
Early-demographic dividend,1991,61.03984761
East Asia & Pacific,1991,69.1261823
Europe & Central Asia (excluding high income),1991,68.04513801
Europe & Central Asia,1991,71.98216046
Ecuador,1991,69.49326829
Egypt,1991,64.95534146
Euro area,1991,76.02347086
Eritrea,1991,49.01848781
Spain,1991,76.97121951
Estonia,1991,69.37317073
Ethiopia,1991,47.50536585
European Union,1991,74.96791153
Fragile and conflict affected situations,1991,54.78060427
Finland,1991,75.22756098
Fiji,1991,65.79331707
France,1991,76.84878049
Micronesia,1991,66.31012195
Gabon,1991,61.29168293
United Kingdom,1991,76.08292683
Georgia,1991,69.96082927
Guinea,1991,50.52734146
Gambia,1991,52.47397561
Guinea-Bissau,1991,49.42353659
Equatorial Guinea,1991,48.60595122
Greece,1991,77.13658537
Grenada,1991,68.65380488
Guatemala,1991,62.77312195
Guam,1991,72.28760976
Guyana,1991,63.6485122
High income,1991,75.59315437
Hong Kong,1991,77.88292683
Honduras,1991,67.14363415
Heavily indebted poor countries (HIPC),1991,49.67312663
Croatia,1991,72.18536585
Haiti,1991,54.91441463
Hungary,1991,69.37707317
IBRD only,1991,65.5947679
IDA & IBRD total,1991,63.3015277
IDA total,1991,53.95981462
IDA blend,1991,55.44283816
Indonesia,1991,63.61629268
IDA only,1991,53.21035682
India,1991,58.43821951
Ireland,1991,74.95053659
Iran,1991,65.14534146
Iraq,1991,66.81470732
Iceland,1991,77.99195122
Italy,1991,77.0195122
Jamaica,1991,71.98753659
Jordan,1991,70.15731707
Japan,1991,79.10073171
Kazakhstan,1991,67.98292683
Kenya,1991,58.22897561
Kyrgyz Republic,1991,68.55121951
Cambodia,1991,53.83634146
Kiribati,1991,60.83458537
Korea,1991,71.7302439
Kuwait,1991,72.42678049
Latin America & Caribbean (excluding high income),1991,67.86923709
Lao PDR,1991,54.05270732
Lebanon,1991,70.53604878
Liberia,1991,47.42273171
Libya,1991,68.96873171
St. Lucia,1991,71.13817073
Latin America & Caribbean,1991,68.1152741
Least developed countries: UN classification,1991,51.87055912
Low income,1991,49.85469963
Sri Lanka,1991,69.78019512
Lower middle income,1991,59.85911248
Low & middle income,1991,63.24865843
Lesotho,1991,59.63639024
Late-demographic dividend,1991,68.98843732
Lithuania,1991,70.36414634
Luxembourg,1991,75.46341463
Latvia,1991,69.03243902
Macao,1991,75.53078049
Morocco,1991,65.20309756
Moldova,1991,67.39231707
Madagascar,1991,51.5982439
Maldives,1991,62.25821951
Middle East & North Africa,1991,66.34077022
Mexico,1991,71.19097561
Middle income,1991,64.36027207
Macedonia,1991,71.32565854
Mali,1991,46.8365122
Malta,1991,75.39019512
Myanmar,1991,59.04848781
Middle East & North Africa (excluding high income),1991,65.72551217
Montenegro,1991,74.51041463
Mongolia,1991,60.4882439
Mozambique,1991,43.53731707
Mauritania,1991,58.5767561
Mauritius,1991,69.95609756
Malawi,1991,43.58285366
Malaysia,1991,70.98887805
North America,1991,75.58472222
Namibia,1991,61.26912195
New Caledonia,1991,70.35853659
Niger,1991,44.51660976
Nigeria,1991,46.08695122
Nicaragua,1991,64.88409756
Netherlands,1991,77
Norway,1991,76.98073171
Nepal,1991,55.05863415
New Zealand,1991,76.03170732
OECD members,1991,74.86512293
Oman,1991,67.84634146
Other small states,1991,62.48592474
Pakistan,1991,60.39621951
Panama,1991,73.27126829
Peru,1991,66.02365854
Philippines,1991,65.48126829
Papua New Guinea,1991,56.04707317
Poland,1991,70.58780488
Pre-demographic dividend,1991,49.47924707
Puerto Rico,1991,74.03880488
People's Democratic Republic of Korea,1991,69.32531707
Portugal,1991,74.01463415
Paraguay,1991,68.19104878
Pacific island small states,1991,63.92838
Post-demographic dividend,1991,75.56423778
French Polynesia,1991,69.12078049
Qatar,1991,75.28229268
Romania,1991,69.78439024
Russian Federation,1991,68.47439024
Rwanda,1991,29.74582927
